2016/2017,2019,SCS2202,1
17000017,B+,,
17000025,A,,
17000033,B+,,
17000041,A-,,
17000051,A-,,
17000068,A,,
17000076,A,,
17000084,A,,
17000092,A,,
17000106,B+,,
17000114,A,,
17000122,A,,
17000132,A,,
17000149,A,,
17000157,A-,,
17000165,A-,,
17000173,A,,
17000181,B+,,
17000191,A,,
17000203,A,,
17000211,A+,,
17000221,A,,
17000238,A-,,
17000246,A,,
17000254,A,,
17000262,A,,
17000272,A-,,
17000289,A-,,
17000297,A,,
17000302,A,,
17000319,E,,
17000327,A-,,
17000343,A,,
17000351,A-,,
17000361,A,,
17000378,A,,
17000394,A,,
17000408,A,,
17000416,B+,,
17000424,A-,,
17000442,C-,,
17000459,B,,
17000467,B+,,
17000475,A,,
17000483,A-,,
17000491,A,,
17000505,D+,,
17000513,B,,
17000521,B+,,
17000531,A-,,
17000548,A-,,
17000556,A-,,
17000564,A+,,
17000572,A,,
17000582,A,,
17000599,A,,
17000602,A,,
17000612,A,,
17000629,A,,
17000637,A,,
17000645,A,,
17000653,A,,
17000661,B,,
17000671,A-,,
17000688,A,,
17000696,A,,
17000701,A,,
17000726,A-,,
17000734,A,,
17000742,B+,,
17000752,A,,
17000769,A,,
17000777,A,,
17000785,A,,
17000793,A,,
17000807,A,,
17000815,B+,,
17000823,A,,
17000831,A-,,
17000841,A,,
17000858,B,,
17000866,A,,
17000874,A,,
17000882,A-,,
17000892,A,,
17000904,D+,,
17000912,A,,
17000922,A,,
17000939,A,,
17000947,B+,,
17000955,A,,
17000963,A-,,
17000971,B-,,
17000981,A+,,
17000998,A,,
17001005,D,,
17001013,A,,
17001021,A-,,
17001031,A-,,
17001048,A-,,
17001056,A,,
17001064,D+,,
17001072,A,,
17001082,A,,
17001099,A-,,
17001102,A-,,
17001112,A,,
17001129,B+,,
17001137,A-,,
17001145,B,,
17001153,A,,
17001161,B,,
17001171,A,,
17001188,A,,
17001196,B+,,
17001201,A-,,
17001218,B+,,
17001226,A,,
17001234,A,,
17001242,A,,
17001252,A-,,
17001269,A-,,
17001277,A,,
17001285,A-,,
17001293,A,,
17001307,A,,
17001315,A,,
17001323,A,,
17001331,A,,
17001341,A,,
17001358,A-,,
17001366,A,,
17001374,A-,,
17001382,A,,
17001404,A,,
17001412,A-,,
17001422,A,,
17001439,A-,,
17001447,A-,,
17001455,A-,,
17001463,A,,
17001471,A-,,
17001481,A,,
17001498,A+,,
17001501,A+,,
17001511,A,,
17001528,B+,,
17001536,E,,
17001544,E,,
17001552,A-,,
17001562,A,,
17001579,A-,,
17001587,A-,,
17001595,A,,
17001609,B+,,
17001617,A,,
17001625,A,,
17001633,A,,
17001641,B+,,
17001651,A,,
17001668,A,,
17001676,A,,
17001684,A-,,
17001692,A-,,
17001706,A,,
17001714,A,,
17001722,B+,,
17001732,A,,
17001749,A,,
17001757,A-,,
17001765,B-,,
17001773,A,,
17001781,A-,,
17001791,B-,,
17001803,A,,
17001811,A,,
17001821,B+,,
17001838,A,,
17001854,D,,
17001862,A-,,
17001872,A,,
17001889,A-,,
17001897,E,,
17001902,A-,,
17001919,A,,
17001927,A-,,
17001935,A,,
17001943,A-,,
17001951,A,,
17001961,A,,
17001978,A,,
17001986,B,,
17001994,A-,,
